ID	Etudes	Derniere_Annee_Etude	Sexe	Annee_Naissance	Taille_en_cm	Pointure	Longueur_cheveux_en_cm	Couleur_yeux	Couleur_cheveux	Longueur_Index	Longueur_Majeur	Longueur_Annulaire	Ecartement_Orbital	Type_Pied	Nb_Heures_JeuxVideos_Mensuelles	Animal_compagnie_prefere	Nb_Animaux_compagnie	Note_Maths_S5	Niveau_Pilosite	Nb_Heures_Sport_Mensuelles	Système_Exploitation_Mobile	Taille_Fratrie	Nb_RepasPizza_Mensuel	Chocolatine_ou_pain_au_chocolat	Lateralisation	Region_CodeINSEE
78	L3B	2016	H	1991	185	43	7	Noir	Noir	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79	L3B	2016	H	1993	175	42	5	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	L3B	2016	F	1990	159	39	26	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	L3B	2016	H	1990	178	42	2	Vert	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	L3B	2016	F	1990	170	38	60	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	L3B	2016	F	1992	170	38	35	Bleu	Blond	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	L3B	2016	F	1992	162	39	22	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
85	L3B	2016	H	1992	172	42	8	Bleu	Blond	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	L3B	2016	H	1991	170	41	25	Marron	Noir	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	L3B	2016	H	1990	190	45	4	Bleu	Blond	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88	L3B	2016	H	1993	175	44	5	Marron	Noir	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	L3B	2016	F	1993	169	40	45	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
90	L3B	2016	F	1992	172	40	35	Bleu	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	L3B	2016	F	1990	177	40	20	Marron	Noir	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92	L3B	2016	H	1987	195	46	6	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
93	L3B	2016	F	1990	155	36	24	Bleu	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	L3B	2016	F	1993	160	38	15	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
95	L3B	2016	F	1992	170	39	50	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	L3B	2016	H	1992	177	44	11	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
97	L3B	2016	H	1993	165	41	2	Marron	Noir	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	PhD	2002	H	1976	180	43	3	Vert	Chatain	9.5	10.5	10.10	6.5	Egyptien	5	Chien	3	NA	Forte	8	Android	3	3	PC	D	NA
99	L3B	2017	NA	NA	NA	NA	48	Marron	Chatain	8.5	10	9.00	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100	L3B	2017	NA	1993	177	41	6	Marron	Chatain	8.5	9.5	8.50	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
101	L3B	2017	F	1993	165	37	40	Vert	Blond	8.5	9	9.00	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	L3B	2017	NA	NA	NA	NA	9	Bleu	Chatain	8	8.8	8.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	L3B	2017	F	1993	170	40	6	Vert	Noir	8	8.5	8.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	L3B	2017	NA	NA	NA	NA	12	Vert	Blond	NA	NA	NA	NA	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105	L3B	2017	F	1993	167	38	40	Marron	Noir	8	9	8.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	L3B	2017	F	1995	161	36	35	Marron	Chatain	7	8	7.50	6.5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	L3B	2017	NA	NA	NA	NA	1.5	Noir	Noir	9.8	11	10.50	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
108	L3B	2017	NA	NA	NA	NA	7	Bleu	Chatain	9.5	11.2	9.50	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	L3B	2017	NA	NA	NA	NA	35	Marron	Chatain	8	9.2	8.90	6.5	Carre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110	L3B	2017	F	1992	168	39	37	Vert	Blond	8.8	9.4	9.20	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	L3B	2017	H	1994	170	41	8.5	Bleu	Chatain	7.7	9	8.50	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112	L3B	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	L3B	2017	F	1994	165	38	55	Bleu	Blond	8	9	8.00	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114	L3B	2017	F	1992	170	38	25	Marron	Chatain	8	9	7.50	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115	L3B	2017	H	1992	180	43	7	NA	NA	8	9	8.00	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116	L3B	2017	F	1994	158	37	42	Marron	Chatain	6.5	7.6	6.70	5.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	L3B	2017	NA	NA	NA	NA	42	Bleu	Chatain	8.7	9.7	8.40	5.5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	L3B	2017	NA	NA	NA	NA	11.5	Vert	Chatain	9.5	10.9	10.30	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
119	L3B	2017	F	1992	170	39	33	Bleu	Chatain	9.6	10.7	10.10	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
120	L3B	2017	F	1992	158	38	27	Marron	Noir	7.6	8.6	7.80	6.5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
121	L3B	2017	NA	NA	NA	NA	47	Marron	Noir	7.4	7.5	7.00	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
122	L3B	2017	NA	NA	NA	NA	26	Vert	Chatain	7.5	8	7.50	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
123	L3B	2017	F	1995	163	39	35	Noir	Noir	9	10	9.50	5.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
124	L3B	2017	NA	NA	NA	NA	4	Bleu	Blond	9	10	9.00	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
125	L3B	2017	NA	NA	NA	NA	2.5	Marron	Noir	8	9	8.00	6.5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
126	L3B	2017	NA	NA	NA	NA	63	Marron	Chatain	7.2	7.9	7.00	5.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
127	L3B	2017	NA	NA	NA	NA	7	Vert	Chatain	9.5	11	10.50	6.5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128	L3B	2017	H	1994	170	43	1.5	Noir	Noir	8.2	8.9	8.40	5.7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
129	L3B	2017	F	1992	167	37	25	Marron	Chatain	7	8	7.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
130	TIS	2017	F	1993	170	40	NA	Bleu	Chatain	NA	NA	NA	NA	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	TIS	2017	H	1992	188	46	3	Marron	Chatain	9	10	9.50	6.5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
132	TIS	2017	F	1994	171	39	19	Bleu	Chatain	7	7.9	7.00	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
133	TIS	2017	F	1993	166	38	16	Marron	Chatain	8.5	9	8.30	5.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
134	TIS	2017	F	1992	166	38	30	Marron	Chatain	8.5	9	8.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
135	ESPAGNE	NA	F	1995	165	39	44	Bleu	Chatain	7	7.3	7.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
136	ESPAGNE	NA	F	1996	160	37	60	Marron	Chatain	7.5	8	7.00	5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
137	ESPAGNE	NA	H	1993	185	46	6	Bleu	Chatain	8.5	10	9.00	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
138	ESPAGNE	NA	H	1993	172	42.5	2	Marron	Noir	8	9	8.00	6.3	Carre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
139	ESPAGNE	NA	H	1993	186	44.5	14	Marron	Chatain	9	9.5	8.50	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
140	ESPAGNE	NA	F	1989	171	38.5	30	Marron	Chatain	7	8.3	7.50	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
141	ESPAGNE	NA	H	1988	177	42	3	Marron	Noir	9	10	9.50	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
142	ESPAGNE	NA	F	1992	166	41	45	Marron	Chatain	7.3	7.9	7.60	6.3	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
143	ESPAGNE	NA	F	1991	154	39	36	Noir	Noir	4	3.5	3.50	5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
144	ESPAGNE	NA	H	1992	170	40	3	Marron	Noir	12	15	13.00	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
145	ESPAGNE	NA	H	1987	170	41.5	11	Marron	Noir	7.5	8.5	7.50	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146	ESPAGNE	NA	F	1992	169	38	27	Marron	Chatain	6.7	7.5	6.50	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
147	ESPAGNE	NA	H	1987	175	43.5	5.5	Marron	Chatain	8.1	9	8.50	6.5	Carre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
148	ESPAGNE	NA	F	1990	156	35	30	Marron	Chatain	7.7	8.7	7.70	6	Carre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
149	ESPAGNE	NA	H	1988	182	42	3	Marron	Noir	9	9.5	8.80	5.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	ESPAGNE	NA	H	1991	178	43	4	Marron	Noir	7.5	8.5	8.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151	ESPAGNE	NA	H	1989	174	41	10	Marron	Noir	8.5	9.5	7.50	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
152	ESPAGNE	NA	H	1980	175	42	5	Marron	Chatain	7	8	7.50	6.8	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
153	ESPAGNE	NA	H	1987	172	42	10	Marron	Chatain	8.2	9.4	8.70	8	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
154	ESPAGNE	NA	F	1992	173	41	30	Marron	Noir	7	8	7.70	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
155	ESPAGNE	NA	F	1990	165	39	45	Marron	Chatain	7	7.5	7.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
156	PRI	2017	H	1994	177	43	8	Bleu	Chatain	NA	NA	NA	NA	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
157	PRI	2017	F	1994	180	41	NA	Marron	Chatain	NA	NA	NA	NA	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
158	PRI	2017	H	1994	181	45	2	Bleu	Chatain	10	11	10.50	7	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
159	PRI	2017	H	1994	190	43	4	Marron	Noir	NA	NA	NA	NA	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	PRI	2017	H	1993	175	41	3	Marron	Chatain	10	11	10.50	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
161	PRI	2017	H	1994	175	42	3	Marron	Noir	9.5	10.5	10.00	NA	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	PRI	2017	H	1994	176	43	5	Bleu	Noir	9	10	9.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
163	PRI	2017	H	1994	176	43	4	Bleu	Blond	9.5	11	10.00	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	PRI	2017	H	1994	177	41	4	Marron	Noir	8.5	9.5	9.00	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
165	PRI	2017	F	1994	163	37	40	Bleu	Noir	7	8	7.50	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166	PRI	2017	F	1994	156	36	50	Vert	Chatain	7.5	7.5	6.50	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
167	PRI	2017	H	1994	178	43	4	Noir	Noir	9.4	10.2	9.60	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
168	PRI	2017	F	1993	165	38	50	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	PRI	2017	H	1994	200	46	4	Bleu	Chatain	9.5	10	9.00	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
170	PRI	2017	F	1994	165	38	45	Bleu	Blond	7	8	7.20	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	PRI	2017	F	1992	169	39	60	Noir	Noir	7	9	8.00	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	PRI	2017	F	1993	165.5	41	50	Marron	Chatain	8.4	9.4	7.90	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	TIS	2019	H	1996	182	44	6	Noir	Noir	9.5	10.5	9.50	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
181	TIS	2019	F	1995	173	40	40	Marron	Chatain	9	9.7	9.30	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
182	TIS	2019	F	1995	160	38	43	Marron	Chatain	8.5	9.5	9.00	6.2	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	TIS	2019	F	1995	171	38	62	Marron	Chatain	8.5	9	8.40	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	TIS	2019	F	1996	170	40	38	Marron	Noir	9	9.5	7.00	7	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
185	TIS	2019	F	1996	159	37	43	Bleu	Chatain	8	9.5	6.50	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
186	TIS	2019	F	1995	170	40	40	Marron	Noir	9.5	10.5	9.70	6.5	Carre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
187	TIS	2019	F	1995	165	38	40	Marron	Chatain	9	9.5	9.50	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188	TIS	2019	F	1995	165	39	33	Marron	Chatain	9.5	8.8	8.70	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
189	TIS	2019	H	1995	179	43	24	Marron	Noir	9.6	11.3	10.20	6.2	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
190	TIS	2019	H	1996	181	44	1	Marron	Noir	10.5	11.8	11.30	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
191	TIS	2019	H	1995	181	43	12	Marron	Noir	9.5	10.5	10.00	6.5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	TIS	2019	H	1996	182	44	0	Vert	Chatain	10	11	10.30	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
193	TIS	2019	H	1996	171	40	15	Marron	Chatain	8.5	10.2	9.80	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
194	TIS	2019	H	1996	178	41	2	Vert	Chatain	9.5	10	9.50	7.2	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
195	TIS	2019	H	1996	178	42	40	Bleu	Blond	10	10.9	9.80	7.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
196	TIS	2019	F	1995	160	38	51	Marron	Noir	8.5	9	8.40	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
197	TIS	2019	F	1994	178	39	60	Marron	Chatain	9	9.7	9.20	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	TIS	2019	F	1994	168	37	60	Marron	Chatain	8.7	9.5	9.20	6.3	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	TIS	2019	F	1994	160	36	50	Noir	Noir	5.5	7.4	7.00	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
200	TIS	2019	F	1995	164	40	70	Marron	Noir	7.5	8.3	7.00	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
201	PRI	2019	F	1995	167	39	50	Vert	Chatain	8	8.5	8.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
202	PRI	2020	H	1996	179	43	10	Marron	Noir	8.6	9.7	8.80	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
203	PRI	2019	F	1996	178	40	NA	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
204	PRI	2019	F	1994	176	39	28	Marron	Noir	9.5	10.5	10.00	6.2	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
205	PRI	2019	F	1995	161	37	30	Bleu	Chatain	8.5	9	8.50	7	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
206	PRI	2019	H	1996	185	45	1	Marron	Chatain	8	8.5	7.50	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
207	PRI	2019	H	1995	188	45	4	Marron	Chatain	9	9.5	8.50	6.5	Carre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
208	PRI	2019	H	1995	180	44	1	Marron	Noir	9	10	9.50	6.5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
209	PRI	2020	H	1996	175	44	3	Marron	Chatain	9.5	10.5	10.00	6.3	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
210	PRI	2019	F	1996	176	41	31	Bleu	Blond	9.5	10.5	10.00	6.5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
211	PRI	2019	H	1996	181	43	2	Marron	Noir	9	10.5	10.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
212	PRI	2019	F	1996	164	39	32	Marron	Chatain	8	9	8.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
213	PRI	2020	H	1997	172	44	9	Marron	Chatain	9	10	9.50	5.8	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
214	PRI	2019	H	1995	181	44	4	Marron	Noir	10	11.5	10.50	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
215	PRI	2019	H	1996	165	43	4	Vert	Noir	10.3	11.7	11.10	6.2	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
216	PRI	2019	F	1995	174	40.5	47	Marron	Chatain	8.5	9.5	9.00	5.8	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
217	PRI	2019	F	1996	164	37	33	Marron	Chatain	7.5	8	7.50	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
218	PRI	2019	H	1995	162	42	4	Bleu	Chatain	8.5	9.5	9.00	6.8	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
219	PRI	2019	H	1996	183	45	4	Noir	Noir	9.7	11.5	11.20	6.2	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
220	PRI	2019	F	1996	166	38	45	Marron	Noir	7.5	8.3	7.30	5.8	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
221	PRI	2019	H	1995	195	46	7	Bleu	Blond	9.5	10.5	10.00	6.3	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
222	PRI	2019	F	1996	161	39	32	Marron	Noir	9	10	9.50	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
223	PRI	2020	F	1996	164	36	36	Bleu	Chatain	8	9	8.00	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
224	PRI	2019	H	1996	175	44	5	Marron	Chatain	8	NA	NA	NA	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
225	PRI	2019	H	1996	181	43	1	Marron	Noir	8	9	8.00	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
226	PRI	2019	F	1996	172	39	31	Marron	Chatain	8.3	9	7.40	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
227	PRI	2019	H	1996	186	44	6	Bleu	Chatain	8.8	9.6	9.20	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
228	PRI	2019	F	1996	169	39	32	Bleu	Chatain	7.5	8	7.00	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229	PRI	2019	F	1978	167	39	47	Marron	Chatain	10.3	12	10.60	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
230	PRI	2019	F	1996	170	40	NA	Bleu	Chatain	9.5	10.5	10.30	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231	PRI	2019	H	1996	188	45	5	Marron	Noir	10	11.2	10.30	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
232	TIS	2020	F	1997	167	37	6	Bleu	Blond	7	8	7.50	6.3	Grec	0	Chat	2	5.5	Moyenne	10	Android	2	0	PC	D	NA
233	TIS	2020	F	1997	168	39	45	Vert	Noir	8	9	8.50	5.5	Egyptien	0	Chien	0	15	Moyenne	6	Android	2	10	PC	D	NA
234	TIS	2020	H	1995	178	42	6	Marron	Chatain	10	10.5	8.00	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235	TIS	2020	F	1996	167	41	30	Marron	Chatain	8	10	9.00	5.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236	TIS	2020	H	1997	183	45	10	Vert	Chatain	10.5	11.5	9.30	6	Grec	0	Chat	4	13	Moyenne	16	Android	2	5	PC	D	NA
237	TIS	2020	H	1998	180	41	4	Marron	Noir	7.5	9	8.00	5	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
238	TIS	2020	H	1996	189	46	5	Bleu	Blond	10.1	11.8	10.90	6.8	Grec	15	Chat	1	5	Moyenne	10	IOS	3	1	PC	D	NA
239	TIS	2020	H	1996	186	43	8	Noir	Noir	9.8	10.9	10.50	6.5	Egyptien	20	Aucun	0	6.5	Forte	20	Android	2	5	PC	D	NA
240	TIS	2020	F	1995	158	38	32	Marron	Noir	8.3	9.3	8.60	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
241	TIS	2020	F	1996	164	38	30	Marron	Noir	8	8.5	7.50	6.3	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
242	TIS	2020	F	1996	160	37	45	Bleu	Chatain	7	8	7.50	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	TIS	2020	F	1997	163	39	20	Noir	Noir	7.9	9	8.30	5.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
308	TIS	2020	F	1996	172	38	35	Marron	Chatain	9.3	10	9.50	6	Egyptien	0	Chat	2	8	Faible	15	IOS	2	1	PC	D	NA
309	TIS	2020	H	1997	181	43	2	Marron	Chatain	7.5	8.5	8.00	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
310	TIS	2020	F	1995	162	37	35	Vert	Chatain	8.5	9.2	9.00	5.8	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
311	TIS	2020	F	1997	173	40	45	Marron	Chatain	7	8	7.50	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
